,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2889,12,2018,22289,3,14290,0,145.0,35.8,1.6
2890,10,2017,11495,3,23505,0,150.0,51.4,1.4
2891,5,2017,8295,0,4028,0,150.0,60.1,1.0
2892,9,2016,9995,0,32309,2,20.0,67.3,1.7
2893,12,2017,13995,3,40077,2,150.0,57.6,1.7
2894,5,2018,7695,0,15885,0,145.0,60.1,1.0
2895,5,2018,7995,0,6753,0,145.0,60.1,1.0
2896,5,2017,7169,0,18610,0,145.0,57.7,1.2
2897,11,2019,15469,0,10,0,145.0,44.1,1.0
2898,5,2018,7995,0,6752,0,145.0,60.1,1.0
2899,11,2019,13699,0,1001,0,145.0,44.1,1.0
2900,12,2018,13995,0,7809,0,145.0,44.8,1.6
2901,12,2019,22969,2,8100,2,145.0,46.3,1.6
2902,10,2019,23469,0,2938,0,145.0,34.0,2.0
2903,12,2019,24969,0,5500,2,145.0,45.6,1.6
2904,5,2014,5969,0,22000,0,30.0,57.6,1.2
2905,12,2015,15769,0,16212,2,125.0,58.9,2.0
2906,5,2019,10269,0,10,0,145.0,60.1,1.0
2907,5,2019,10169,0,642,0,145.0,49.6,1.0
2908,12,2017,13269,0,15625,0,150.0,44.8,1.6
2909,7,2019,12495,0,14,0,145.0,46.3,1.2
2910,14,2019,22995,2,9000,3,135.0,78.5,1.6
2911,5,2020,11995,0,610,0,145.0,56.5,1.0
2912,8,2016,8995,0,9442,0,125.0,50.4,1.4
2913,11,2018,13495,0,9396,0,145.0,44.1,1.0
2914,12,2018,13995,0,25295,0,145.0,44.8,1.6
2915,14,2019,20495,2,4243,3,135.0,78.5,1.6
2916,11,2018,13995,0,8085,0,145.0,44.1,1.0
2917,7,2017,7350,0,32500,0,145.0,58.9,1.2
2918,5,2019,7995,0,4889,0,145.0,60.1,1.0
2919,11,2019,14450,0,9893,0,145.0,44.1,1.0
2920,12,2019,15700,0,13161,0,145.0,34.9,1.6
2921,7,2018,10195,0,22000,0,145.0,58.9,1.0
2922,5,2020,11795,0,85,0,145.0,56.5,1.0
2923,12,2016,12495,0,21384,0,160.0,44.8,1.6
2924,14,2019,20495,3,2125,3,135.0,62.8,1.6
2925,10,2015,8350,0,15318,0,145.0,47.1,1.4
2926,14,2018,16495,3,17712,3,135.0,78.5,1.6
2927,14,2018,14995,3,37445,3,135.0,78.5,1.6
2928,5,2018,6895,0,30842,0,145.0,60.1,1.0
2929,9,2019,21990,3,1650,2,145.0,54.3,1.6
2930,11,2019,24295,3,7200,3,135.0,52.3,1.6
2931,8,2017,10350,2,22691,0,160.0,43.5,1.6
2932,5,2018,7995,0,7356,0,145.0,60.1,1.0
2933,5,2018,7895,0,15207,0,145.0,60.1,1.0
2934,14,2019,21995,2,4048,3,135.0,62.8,1.6
2935,10,2017,10252,0,29664,2,145.0,74.3,1.6
2936,5,2017,8595,3,30435,0,145.0,47.9,1.2
2937,5,2018,6595,0,32641,0,145.0,60.1,1.0
2938,5,2018,6925,0,29042,0,145.0,60.1,1.0
2939,12,2019,22600,3,9300,0,145.0,36.2,1.6
2940,9,2019,21490,3,9000,2,145.0,54.3,1.6
2941,5,2017,6290,0,41832,0,30.0,57.7,1.2
2942,5,2017,6240,0,31050,0,150.0,60.1,1.0
2944,12,2017,13495,0,11028,0,150.0,44.8,1.6
2945,7,2017,8495,0,16416,0,150.0,58.9,1.2
2946,12,2019,18995,3,6934,0,150.0,36.2,1.6
2947,14,2019,19995,2,7074,3,135.0,78.5,1.6
2948,15,2019,32995,3,7119,2,145.0,39.2,2.2
2949,8,2017,9795,0,12704,0,145.0,50.4,1.4
2950,14,2020,26995,2,1290,3,135.0,62.8,1.6
2951,11,2019,15495,0,1990,0,145.0,44.1,1.0
2952,8,2018,12150,2,10166,0,145.0,34.5,1.6
2953,12,2016,11990,0,35988,2,30.0,61.7,1.7
2954,12,2019,15790,0,5757,0,145.0,34.9,1.6
2955,10,2019,15995,0,2640,0,145.0,44.8,1.0
2956,10,2019,22995,0,3908,0,145.0,34.0,2.0
2957,12,2016,13890,2,41498,2,240.0,43.5,2.0
2958,5,2017,6550,0,31589,0,145.0,60.1,1.0
2959,10,2018,12495,0,17271,0,145.0,52.3,1.4
2960,5,2018,7250,0,20169,0,145.0,60.1,1.0
2961,10,2019,15995,0,2202,0,145.0,44.8,1.0
2962,5,2014,5000,0,61825,0,30.0,57.6,1.2
2963,6,2015,8495,0,59629,2,150.0,53.3,1.7
2964,12,2016,10780,0,62874,2,30.0,61.7,1.7
2965,12,2018,22969,3,10901,2,145.0,40.4,2.0
2966,12,2018,22969,3,9198,0,145.0,35.8,1.6
2967,12,2017,15469,0,14691,2,145.0,54.3,2.0
2968,14,2017,16969,2,13076,3,135.0,78.5,1.6
2969,12,2019,22969,0,9493,2,145.0,45.6,1.6
2970,5,2014,5989,0,24986,0,30.0,57.6,1.2
2971,5,2017,5990,0,34565,0,145.0,60.1,1.0
2972,13,2018,15000,0,34168,2,145.0,37.7,2.5
2973,7,2019,12495,0,10,0,145.0,46.3,1.2
2974,8,2017,8769,0,32663,2,30.0,64.2,1.6
2975,12,2016,12769,0,52417,2,150.0,54.3,2.0
2976,11,2018,12769,0,15892,0,145.0,52.3,1.0
2977,5,2018,7569,0,16453,0,145.0,57.7,1.2
2978,10,2013,5989,0,40029,0,145.0,47.1,1.4
2979,6,2014,7189,0,77877,2,145.0,53.3,1.7
2980,5,2016,6689,0,29200,0,30.0,57.6,1.2
2981,10,2015,7489,0,37890,0,150.0,47.1,1.4
2982,5,2015,5995,0,32806,0,20.0,60.1,1.0
2983,14,2019,20995,2,4271,3,135.0,78.5,1.6
2984,12,2019,16995,0,1247,0,145.0,35.3,1.6
2985,12,2019,23995,0,1887,3,145.0,47.9,1.6
2986,11,2019,15495,0,10,0,145.0,44.1,1.0
2987,5,2019,9495,0,10,0,145.0,49.6,1.0
2988,5,2019,9495,0,1586,0,145.0,49.6,1.0
2989,7,2017,8880,2,37101,0,145.0,45.6,1.4
2990,11,2019,14195,0,6280,0,145.0,44.1,1.0
2991,5,2014,5289,0,38073,0,20.0,60.1,1.0
2992,5,2014,5389,0,38427,0,30.0,57.6,1.2
2993,5,2017,7289,0,16512,0,145.0,57.7,1.2
2994,5,2014,5489,0,31500,0,30.0,57.6,1.2
2995,6,2014,9289,0,21187,0,200.0,41.5,1.6
2996,10,2016,8789,3,37023,2,20.0,72.4,1.6
2997,6,2014,7840,0,50664,2,145.0,53.3,1.7
2998,5,2016,6030,0,21112,0,20.0,61.4,1.0
2999,8,2017,10080,2,22658,0,145.0,43.5,1.6
3000,5,2017,10795,3,13799,0,150.0,47.9,1.2
3001,7,2017,8995,0,5937,0,145.0,62.8,1.0
3002,14,2018,14995,2,37445,3,135.0,78.5,1.6
3003,12,2016,12150,0,35600,2,30.0,61.7,1.7
3004,15,2017,19995,0,19222,2,145.0,47.1,2.2
3005,12,2016,13495,0,31352,0,160.0,44.8,1.6
3006,12,2017,13695,0,9476,0,145.0,44.8,1.6
3007,10,2016,10595,0,31334,0,235.0,38.7,1.6
3008,5,2016,5989,0,33403,0,20.0,60.1,1.0
3009,5,2018,7495,0,20479,0,145.0,60.1,1.0
3010,5,2018,7795,0,11642,0,145.0,60.1,1.0
3011,5,2018,7995,0,6012,0,145.0,60.1,1.0
3012,12,2016,17100,0,14956,2,145.0,54.3,2.0
3013,12,2019,16995,0,10,0,145.0,35.3,1.6
3014,15,2018,31394,2,12743,2,145.0,39.2,2.2
3015,12,2015,15495,0,42861,2,200.0,47.9,2.0
3016,11,2018,13271,0,7138,0,145.0,52.3,1.0
3017,13,2018,16995,2,31360,2,145.0,28.0,2.5
3018,11,2018,12495,0,23387,0,145.0,52.3,1.0
3019,12,2019,22000,0,1694,0,145.0,34.9,1.6
3020,11,2018,14995,0,15028,0,145.0,52.3,1.0
3021,5,2017,6795,0,20863,0,145.0,60.1,1.0
3022,11,2019,13695,0,4861,0,145.0,44.1,1.0
3023,15,2019,33695,3,1785,2,145.0,39.2,2.2
3024,14,2018,15995,2,13415,3,135.0,78.5,1.6
3026,11,2019,16495,0,16331,0,145.0,44.1,1.0
3027,12,2016,12500,0,30082,2,30.0,61.7,1.7
3028,5,2017,6995,0,27604,0,150.0,60.1,1.0
3029,5,2017,7495,0,47856,0,150.0,60.1,1.0
3030,15,2020,36795,3,2500,2,145.0,39.2,2.2
3031,15,2019,29995,3,2715,2,145.0,42.8,2.2
3032,14,2019,17442,2,5032,3,135.0,78.5,1.6
3033,11,2018,14587,0,15521,0,145.0,52.3,1.0
3034,12,2019,18843,0,3000,0,145.0,34.9,1.6
3035,15,2019,31441,2,4000,2,145.0,42.8,2.2
3036,7,2017,9295,0,13582,0,145.0,62.8,1.0
3037,5,2017,6999,0,24705,0,145.0,60.1,1.0
3038,12,2016,18999,2,20199,2,200.0,47.1,2.0
3039,7,2017,8999,0,25165,0,145.0,65.7,1.0
3040,12,2018,17495,3,22983,0,145.0,39.8,1.6
3041,12,2017,13495,0,25751,0,145.0,44.8,1.6
3042,8,2016,7795,0,55979,0,125.0,50.4,1.4
3043,11,2019,24295,2,1000,3,135.0,52.3,1.6
3044,5,2020,13495,0,1000,0,145.0,51.4,1.2
3045,5,2019,10995,0,1000,0,145.0,60.1,1.0
3046,5,2016,6945,0,27828,0,30.0,57.6,1.2
3047,5,2018,7995,0,16344,0,145.0,57.7,1.2
3048,5,2016,6595,0,19570,0,20.0,60.1,1.0
3049,8,2018,10987,0,6071,0,145.0,37.2,1.6
3050,12,2019,16584,0,10200,0,145.0,34.9,1.6
3051,12,2019,16611,0,10502,0,145.0,34.9,1.6
3052,11,2018,14954,0,10920,0,145.0,44.1,1.0
3053,11,2018,14964,0,13733,0,145.0,44.1,1.0
3054,12,2019,16111,0,9935,0,145.0,34.9,1.6
3055,10,2018,10995,0,9664,0,145.0,56.5,1.0
3056,12,2017,13695,0,32223,2,30.0,61.7,1.7
3057,10,2017,11495,0,13359,0,145.0,52.3,1.4
3058,8,2018,10195,0,11038,0,145.0,50.4,1.4
3059,12,2017,16395,3,30865,2,150.0,57.7,1.7
3060,7,2018,9995,0,20165,0,145.0,46.3,1.2
3061,12,2019,18995,0,9676,2,145.0,48.7,1.6
3062,15,2017,20999,3,16686,2,235.0,42.8,2.2
3063,5,2018,8495,0,9002,0,145.0,60.1,1.0
3064,12,2019,26995,3,5000,3,145.0,50.4,1.6
3065,9,2016,12495,3,31339,2,125.0,56.5,1.7
3066,5,2018,8349,0,10918,0,150.0,60.1,1.0
3067,5,2016,6999,0,17641,0,20.0,60.1,1.0
3068,7,2013,4995,0,30460,0,30.0,57.6,1.2
3069,7,2013,4995,0,28448,0,30.0,57.6,1.2
3070,7,2015,7290,0,24586,0,30.0,55.4,1.2
3071,6,2014,7890,0,52000,2,145.0,53.3,1.7
3072,10,2015,8979,2,28828,0,205.0,41.5,1.6
3073,12,2018,15979,0,10454,0,145.0,34.9,1.6
3074,5,2018,8679,0,18000,0,145.0,57.7,1.2
3075,12,2017,12450,0,17783,0,160.0,44.8,1.6
3076,12,2019,16500,0,1738,0,145.0,35.3,1.6
3077,12,2017,15750,3,10456,2,145.0,57.6,1.7
3078,12,2019,16211,0,13270,0,145.0,34.9,1.6
3079,10,2019,23495,0,2851,0,145.0,34.0,2.0
3080,5,2016,5595,0,32186,0,20.0,60.1,1.0
3081,6,2015,9495,2,52747,2,265.0,41.5,2.0
3082,12,2017,14495,0,26245,2,150.0,61.7,1.7
3083,5,2016,5875,0,41519,0,30.0,57.6,1.2
3084,5,2017,7261,0,13820,0,145.0,60.1,1.0
3086,5,2020,13495,0,3000,0,150.0,56.5,1.0
3087,8,2014,7489,0,19898,0,125.0,50.4,1.4
3088,12,2019,18995,0,9676,2,150.0,48.7,1.6
3089,5,2018,8695,0,7963,0,150.0,57.7,1.2
3090,6,2014,8595,0,43440,2,145.0,53.3,1.7
3091,15,2015,15975,3,29823,2,260.0,41.5,2.2
3092,15,2015,15990,0,21998,2,200.0,46.3,2.2
3093,7,2018,8500,0,28998,0,145.0,55.4,1.2
3094,5,2016,6000,0,48381,0,30.0,57.6,1.2
3095,5,2017,7500,0,12268,0,30.0,57.7,1.2
3096,5,2018,8000,0,4705,0,145.0,57.7,1.2
3097,10,2019,24000,0,555,0,145.0,34.0,2.0
3098,12,2018,13500,0,8447,2,145.0,61.7,1.7
3099,10,2018,12500,0,9558,0,145.0,52.3,1.4
3100,15,2016,17750,3,34999,2,235.0,42.8,2.2
3101,10,2018,11200,0,14385,0,145.0,56.5,1.0
3102,5,2016,7995,0,15000,0,30.0,57.6,1.2
3103,5,2019,10995,0,3000,0,150.0,57.6,1.2
3104,5,2018,8500,0,5130,0,145.0,57.6,1.2
3105,6,2014,11000,0,31000,2,160.0,51.4,2.0
3106,14,2017,17000,2,11469,3,135.0,78.5,1.6
3107,5,2017,7000,0,11791,0,145.0,60.1,1.0
3108,12,2019,22495,2,548,2,145.0,47.1,1.6
3109,7,2017,7899,0,31225,0,145.0,58.9,1.2
3110,7,2019,12495,0,5000,0,145.0,46.3,1.2
3111,15,2019,34864,2,4000,2,145.0,39.2,2.2
3112,10,2019,25687,0,1500,0,145.0,34.0,2.0
3113,7,2019,13654,0,1600,0,145.0,47.9,1.0
3114,5,2017,7695,0,18078,0,30.0,57.7,1.2
3115,11,2018,18999,3,18080,0,150.0,42.2,1.6
3116,7,2016,6999,0,43241,0,30.0,58.9,1.2
3117,5,2015,7999,3,20761,0,165.0,45.6,1.2
3118,5,2017,6999,0,29051,0,150.0,60.1,1.0
3120,15,2017,18495,3,50595,2,235.0,42.8,2.2
3121,14,2017,15995,2,25068,3,135.0,78.5,1.6
3122,12,2016,12999,0,17604,0,160.0,44.8,1.6
3123,12,2018,14250,0,15844,0,145.0,44.8,1.6
3124,12,2019,18495,0,9109,0,145.0,35.3,1.6
3125,12,2019,18495,2,13555,0,145.0,36.2,1.6
3127,13,2019,19995,0,11872,2,145.0,31.7,2.5
3128,7,2014,5999,0,47278,2,20.0,68.9,1.4
3129,10,2016,10495,3,23880,2,20.0,72.4,1.6
3130,7,2017,8795,0,10670,0,145.0,58.9,1.2
3131,5,2014,5169,0,37543,0,30.0,57.6,1.2
3132,8,2016,7769,0,21304,2,30.0,64.2,1.6
3133,5,2019,9495,0,3500,0,145.0,49.6,1.0
3134,5,2019,9250,0,3500,0,145.0,49.6,1.0
3135,10,2019,16495,0,5321,0,145.0,44.8,1.0
3136,5,2019,9495,0,4000,0,145.0,49.6,1.0
3137,15,2017,19750,3,21891,2,240.0,42.8,2.2
3138,12,2019,23495,3,3050,0,150.0,35.8,1.6
3139,5,2018,8995,0,4916,0,150.0,60.1,1.0
3140,11,2018,12999,0,24364,0,150.0,52.3,1.0
3141,5,2017,6795,0,32539,0,20.0,60.1,1.0
3142,7,2017,9995,0,17452,0,145.0,58.9,1.0
3143,7,2017,11250,2,14675,0,160.0,44.1,1.4
3144,5,2017,7495,0,10386,0,20.0,60.1,1.0
3145,12,2019,17495,0,5000,0,145.0,34.9,1.6
3147,12,2017,21354,3,35043,2,125.0,57.6,1.7
3148,10,2017,10495,0,18994,0,150.0,56.5,1.0
3149,7,2017,9495,2,21280,0,165.0,45.6,1.4
3150,10,2018,14394,0,7217,0,150.0,57.7,1.0
3151,12,2016,11795,0,37878,2,30.0,61.7,1.7
3152,5,2016,5495,0,43845,0,20.0,60.1,1.0
3153,11,2018,11995,0,27353,0,145.0,52.3,1.0
3154,5,2017,7695,0,7913,0,20.0,60.1,1.0
3155,11,2019,15795,0,2006,0,145.0,44.1,1.0
3156,12,2017,18495,0,20829,2,125.0,54.3,2.0
3157,14,2020,21495,3,3000,3,135.0,62.8,1.6
3158,7,2019,12795,0,5000,0,145.0,46.3,1.2
3159,7,2019,11495,0,4000,0,145.0,46.3,1.2
3160,12,2018,14995,0,44779,2,145.0,61.4,1.7
3161,5,2017,7495,0,17333,0,20.0,60.1,1.0
3162,8,2015,7295,0,42858,0,125.0,50.4,1.4
3163,7,2019,13495,2,7569,0,145.0,49.6,1.0
3164,12,2018,25194,0,10,2,145.0,61.4,1.7
3165,5,2018,8250,0,9120,0,145.0,60.1,1.0
3166,14,2017,17800,2,21553,3,135.0,78.5,1.6
3167,12,2019,24999,0,4500,3,145.0,48.7,1.6
3168,10,2019,17999,0,4652,2,145.0,58.9,1.6
3169,12,2019,21995,0,5000,0,145.0,34.9,1.6
3170,5,2019,8995,0,5000,0,145.0,60.1,1.0
3172,11,2019,16999,0,50,0,145.0,44.1,1.0
3173,11,2019,14495,0,4000,0,145.0,44.1,1.0
3174,10,2019,24995,0,5589,0,145.0,34.0,2.0
3175,15,2019,34495,3,4890,2,145.0,39.2,2.2
3176,12,2018,15500,0,2820,0,145.0,35.3,1.6
3177,12,2018,20750,3,8443,0,145.0,36.2,1.6
3178,12,2018,14995,0,8867,0,145.0,44.8,1.6
3179,14,2018,18995,2,10434,3,135.0,78.5,1.6
3180,14,2017,17795,2,8763,3,135.0,78.5,1.6
3181,12,2017,16794,0,26421,2,150.0,61.7,1.7
3182,10,2018,12954,0,15448,0,150.0,57.7,1.0
3183,5,2018,9795,3,4192,0,150.0,47.9,1.2
3184,8,2016,7995,0,32001,0,125.0,50.4,1.4
3185,5,2017,6495,0,12987,0,150.0,60.1,1.0
3186,5,2018,7896,0,16673,0,145.0,60.1,1.0
3187,11,2018,13995,0,16410,0,145.0,52.3,1.0
3188,12,2015,16996,0,28287,2,145.0,54.3,2.0
3189,14,2019,19936,2,8000,3,135.0,78.5,1.6
3190,12,2019,22995,0,50,0,145.0,34.9,1.6
3191,5,2015,8496,3,16229,0,145.0,47.9,1.2
3192,12,2017,12996,3,36168,2,125.0,57.6,1.7
3193,11,2019,22995,2,7635,3,135.0,52.3,1.6
3194,10,2016,9460,0,22873,0,145.0,48.7,1.4
3195,12,2017,14950,2,14092,2,145.0,57.6,1.7
3196,7,2015,7650,0,44226,0,30.0,55.4,1.2
3197,5,2018,7495,0,26799,0,145.0,60.1,1.0
3198,12,2019,21995,0,8000,0,145.0,34.9,1.6
3199,7,2019,12466,0,4500,0,145.0,46.3,1.2
3200,7,2018,8296,0,31852,0,145.0,58.9,1.2
3201,7,2020,13966,0,3500,0,145.0,47.9,1.0
3202,12,2019,22750,0,5,0,145.0,34.9,1.6
3203,12,2016,15495,3,53603,2,125.0,57.6,1.7
3204,12,2016,16250,2,41455,2,240.0,43.5,2.0
3205,12,2017,13000,0,38506,2,30.0,61.7,1.7
3206,5,2019,8995,0,8104,0,145.0,60.1,1.0
3207,5,2020,12495,0,4000,0,145.0,51.4,1.2
3208,5,2020,11495,0,4000,0,145.0,56.5,1.0
3209,10,2020,15795,0,4000,0,145.0,45.6,1.0
3210,15,2017,18000,0,28507,2,150.0,47.1,2.2
3211,5,2017,7250,0,7856,0,150.0,60.1,1.0
3212,12,2017,14500,0,30870,2,150.0,61.7,1.7
3213,12,2017,14250,0,33880,2,150.0,61.7,1.7
3214,12,2017,14000,0,15877,2,150.0,61.7,1.7
3215,5,2020,13366,0,3600,0,150.0,53.3,1.0
3216,7,2016,8796,0,25344,0,20.0,58.9,1.0
3217,12,2020,22495,0,2000,2,145.0,48.7,1.6
3218,5,2017,6495,0,33501,0,150.0,60.1,1.0
3219,12,2018,16995,0,18157,2,145.0,48.7,1.6
3220,12,2017,11995,0,20274,2,30.0,61.7,1.7
3221,14,2017,14495,2,20992,3,135.0,78.5,1.6
3222,5,2017,7700,0,29299,0,145.0,57.7,1.2
3223,7,2019,10995,0,16530,0,145.0,46.3,1.2
3224,7,2018,9689,0,6824,0,145.0,58.9,1.2
3225,12,2017,13495,0,31903,0,160.0,44.8,1.6
3226,5,2018,7495,0,15207,0,145.0,60.1,1.0
3227,7,2018,8500,0,29516,0,145.0,55.4,1.2
3228,5,2017,7495,0,27894,0,145.0,60.1,1.0
3229,12,2017,17780,3,28393,2,145.0,57.7,1.7
3230,11,2019,15795,0,5000,0,145.0,44.1,1.0
3231,11,2019,15995,0,5000,0,145.0,44.1,1.0
3232,5,2016,5995,0,45748,0,20.0,61.4,1.0
3233,5,2017,7500,0,14570,0,30.0,57.7,1.2
3234,5,2017,7500,0,13385,0,30.0,57.7,1.2
3235,12,2019,18579,0,400,0,145.0,35.3,1.6
3236,10,2019,15750,0,2342,0,145.0,41.5,1.4
3237,10,2019,17750,2,2772,0,145.0,44.1,1.4
3238,10,2019,17750,2,2717,0,145.0,44.1,1.4
3239,10,2017,10800,0,8092,0,145.0,56.5,1.0
3240,12,2018,12950,0,11014,0,145.0,44.8,1.6
3241,5,2018,9500,0,14322,0,145.0,60.1,1.0
3242,6,2015,10000,2,51500,2,260.0,41.5,2.0
3243,11,2018,13995,0,14100,0,145.0,52.3,1.0
3244,12,2019,22000,3,10000,2,145.0,47.1,1.6
3245,15,2019,32500,2,11,2,145.0,39.8,2.2
3246,5,2020,13995,0,340,0,145.0,56.5,1.0
3247,12,2020,22995,0,1334,0,145.0,34.9,1.6
3248,15,2020,34995,2,2500,2,145.0,39.2,2.2
3249,11,2019,18995,0,7540,0,145.0,44.1,1.0
3250,11,2019,15995,0,9000,0,145.0,44.1,1.0
3251,8,2018,12495,0,10720,0,145.0,50.4,1.4
3252,11,2018,12000,0,10000,0,145.0,54.3,1.0
3253,10,2019,21800,0,13045,0,145.0,34.0,2.0
3254,5,2017,7250,0,19101,0,30.0,57.7,1.2
3255,12,2017,14500,0,14416,2,30.0,61.7,1.7
3256,12,2017,13500,0,36147,2,30.0,61.7,1.7
3257,5,2018,7291,0,14062,0,145.0,60.1,1.0
3258,12,2016,16000,0,20600,0,260.0,37.2,1.6
3259,12,2017,16590,3,13037,2,145.0,57.7,1.7
3260,5,2017,7495,0,13500,0,145.0,60.1,1.0
3261,7,2014,5995,0,48879,0,30.0,57.6,1.2
3262,5,2018,7995,0,25000,0,145.0,57.7,1.2
3263,9,2019,16000,0,10,2,145.0,54.3,1.6
3264,9,2019,16000,0,20,2,145.0,52.3,1.6
3265,9,2016,10995,3,45518,2,125.0,56.5,1.7
3266,10,2017,10995,0,38002,2,20.0,72.4,1.6
3267,12,2016,12995,0,31724,2,30.0,61.7,1.7
3268,8,2018,12995,0,3250,0,145.0,37.2,1.6
3269,5,2015,6495,0,18394,0,30.0,57.6,1.2
3270,10,2019,16995,0,8000,0,145.0,41.5,1.4
3272,9,2019,16000,0,10,2,145.0,52.3,1.6
3273,12,2017,13250,0,285,2,145.0,61.7,1.7
3274,12,2018,17000,3,16096,0,145.0,36.2,1.6
3275,10,2017,11000,0,9172,0,145.0,56.5,1.0
3276,12,2018,17250,3,7304,2,145.0,57.6,1.7
3277,12,2018,17750,0,13470,0,145.0,34.9,1.6
3278,12,2016,13000,0,29708,2,30.0,61.7,1.7
3279,5,2020,12495,0,500,0,145.0,53.3,1.0
3280,12,2018,17495,0,17330,0,145.0,38.7,1.6
3281,8,2017,9795,0,20634,0,125.0,50.4,1.4
3282,10,2018,13995,3,5908,2,145.0,68.9,1.6
3283,5,2015,8995,3,3006,0,160.0,45.6,1.2
3284,5,2016,9495,3,2650,0,145.0,47.9,1.2
3285,12,2017,14495,0,14513,2,30.0,61.7,1.7
3286,11,2020,24495,2,76,3,135.0,52.3,1.6
3287,12,2020,27995,3,3000,0,145.0,36.2,1.6
3288,5,2017,7995,0,19000,0,30.0,57.6,1.2
3289,12,2015,12495,0,30763,2,30.0,61.7,1.7
3290,5,2018,8495,0,19612,0,150.0,60.1,1.0
3291,12,2016,12995,0,26389,2,30.0,61.7,1.7
3292,12,2017,13995,0,15679,0,160.0,44.8,1.6
3293,10,2019,15495,0,3154,0,145.0,44.8,1.0
3294,10,2015,8899,0,27839,2,20.0,72.4,1.6
3295,5,2018,10442,3,8033,0,145.0,47.9,1.2
3296,5,2013,4044,0,37489,0,20.0,61.4,1.2
3297,7,2015,7295,0,40000,0,125.0,51.4,1.4
3298,15,2016,20995,0,19454,2,200.0,47.1,2.2
3299,5,2015,6995,0,7516,0,20.0,60.1,1.0
3300,12,2017,13995,0,27237,2,30.0,61.7,1.7
3301,7,2019,12495,0,500,0,145.0,46.3,1.2
3302,12,2017,14495,0,47150,2,30.0,61.4,1.7
3303,15,2020,36895,3,50,2,145.0,39.2,2.2
3304,12,2020,22495,0,50,0,145.0,34.9,1.6
3305,12,2020,18480,0,1550,0,145.0,34.9,1.6
3306,14,2019,22680,3,10397,3,135.0,78.5,1.6
3307,10,2017,12295,0,31083,2,145.0,74.3,1.6
3308,14,2020,25495,2,2000,3,135.0,62.8,1.6
3309,8,2016,9495,2,9574,0,205.0,43.6,1.6
3310,10,2015,6995,0,50122,0,150.0,47.1,1.4
3311,12,2016,14995,3,23529,2,125.0,57.6,1.7
3312,12,2017,13695,0,25665,0,150.0,44.8,1.6
3313,10,2018,11495,0,11156,0,150.0,45.6,1.0
3314,5,2017,6380,0,34124,0,30.0,57.6,1.2
3315,13,2016,13495,0,40000,2,300.0,37.7,2.5
3317,14,2019,17450,2,7346,3,135.0,78.5,1.6
3318,15,2019,29850,3,7984,2,145.0,39.8,2.2
3319,12,2019,23850,3,2012,0,145.0,36.2,1.6
3320,12,2019,19850,0,2012,0,145.0,35.3,1.6
3321,12,2019,22980,3,9803,0,145.0,35.8,1.6
3322,12,2017,14600,0,17528,2,150.0,61.7,1.7
3323,8,2017,8995,0,18975,0,150.0,50.4,1.4
3324,5,2017,9595,0,2670,0,145.0,57.7,1.2
3325,13,2019,21980,2,10124,2,145.0,28.0,2.5
3326,15,2017,22480,3,26551,2,150.0,42.8,2.2
3327,5,2014,4780,0,44000,0,20.0,60.1,1.0
3328,10,2019,13980,0,11879,0,145.0,45.6,1.0
3329,15,2019,33250,3,3620,2,145.0,42.8,2.2
3330,12,2018,15850,0,4755,0,145.0,34.9,1.6
3331,12,2017,18750,0,15276,2,200.0,47.9,2.0
3332,5,2017,7495,0,11630,0,145.0,60.1,1.0
3333,5,2017,9680,2,10913,0,145.0,47.9,1.2
3334,12,2019,17980,3,8492,0,145.0,36.2,1.6
3335,11,2018,15680,0,9595,0,145.0,44.1,1.0
3336,12,2019,24480,0,6054,3,145.0,47.9,1.6
3337,12,2016,15780,2,27867,2,200.0,47.1,2.0
3338,14,2018,18480,2,19000,3,135.0,78.5,1.6
3339,5,2020,13980,3,1200,0,145.0,52.3,1.2
3340,5,2020,11990,0,2000,0,145.0,56.5,1.0
3341,12,2019,24141,2,2597,0,145.0,36.2,1.6
3342,12,2019,23750,0,25,0,145.0,34.9,1.6
3343,7,2019,12450,0,1594,0,145.0,46.3,1.2
3344,11,2019,17950,0,25,0,145.0,44.1,1.0
3345,5,2018,11250,3,11006,0,150.0,47.9,1.2
3346,5,2017,7350,0,6875,0,150.0,60.1,1.0
3347,5,2015,6950,3,25445,0,165.0,45.6,1.2
3348,11,2019,13650,0,16261,0,145.0,44.1,1.0
3349,12,2018,13950,0,7573,0,145.0,44.8,1.6
3350,12,2018,16850,0,11009,0,145.0,35.3,1.6
3351,14,2018,17150,2,6493,3,135.0,78.5,1.6
3352,12,2017,13250,0,28499,2,145.0,61.7,1.7
3353,5,2016,6250,0,13102,0,20.0,61.4,1.0
3354,8,2016,8489,0,15135,0,125.0,50.4,1.4
3355,12,2018,14495,0,23059,0,150.0,44.8,1.6
3356,5,2017,7195,0,31226,0,145.0,57.7,1.2
3357,11,2019,21250,3,5000,0,145.0,37.7,1.6
3358,15,2019,32450,2,1791,2,145.0,39.2,2.2
3359,15,2019,32489,2,20,2,145.0,39.8,2.2
3360,15,2019,32450,2,2130,2,145.0,42.8,2.2
3361,11,2019,20950,3,5328,0,145.0,34.0,1.6
3362,12,2017,15250,0,18540,2,30.0,61.7,1.7
3363,15,2019,32950,2,623,2,145.0,42.8,2.2
