,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2415,5,2017,8397,3,27585,0,145.0,47.9,1.2
2416,5,2019,9987,3,8008,0,150.0,47.9,1.2
2417,10,2018,11197,0,28014,0,150.0,52.3,1.4
2418,7,2013,4950,0,47602,0,30.0,57.6,1.2
2419,5,2014,5702,0,23026,0,30.0,57.6,1.2
2420,14,2019,19897,2,3346,3,135.0,78.5,1.6
2421,5,2018,7987,0,7096,0,145.0,57.7,1.2
2422,5,2018,7467,0,12215,0,145.0,60.1,1.0
2423,10,2019,16797,0,5088,0,145.0,42.2,1.4
2424,11,2019,14897,0,4989,0,145.0,44.1,1.0
2425,12,2019,17697,0,15,0,145.0,34.9,1.6
2426,12,2019,17697,0,5,0,145.0,34.9,1.6
2427,12,2016,12990,0,20707,0,160.0,44.8,1.6
2428,8,2017,9690,2,27185,0,160.0,43.5,1.6
2429,12,2017,14490,0,18772,2,30.0,61.7,1.7
2430,11,2019,14989,0,1850,0,145.0,44.1,1.0
2431,12,2019,27989,3,4371,2,145.0,40.4,2.0
2432,7,2019,11489,0,10686,0,145.0,46.3,1.2
2433,5,2017,6789,0,22969,0,145.0,60.1,1.0
2434,5,2017,5789,0,39877,0,145.0,60.1,1.0
2435,5,2017,8989,0,6787,0,145.0,57.7,1.2
2436,10,2019,22989,0,3391,0,145.0,34.0,2.0
2437,5,2019,8489,0,5607,0,145.0,57.6,1.2
2438,7,2016,9560,0,15085,0,30.0,58.9,1.0
2439,10,2013,5450,0,73856,0,160.0,46.0,1.4
2440,12,2019,21490,0,223,0,145.0,34.9,1.6
2441,5,2017,7500,0,11037,0,145.0,60.1,1.0
2442,14,2019,21000,2,5308,3,135.0,78.5,1.6
2443,12,2017,14290,0,24987,2,30.0,61.7,1.7
2444,8,2014,6190,0,37666,2,30.0,64.2,1.6
2445,5,2018,8990,0,10293,0,145.0,57.6,1.2
2446,12,2017,14490,0,20656,2,30.0,61.7,1.7
2447,10,2015,8490,0,28737,0,145.0,48.7,1.4
2448,9,2015,10995,2,23043,2,200.0,47.1,1.7
2449,12,2017,14490,0,18856,2,30.0,61.7,1.7
2450,5,2017,7500,0,13088,0,30.0,57.7,1.2
2451,5,2018,8750,0,9934,0,145.0,57.7,1.2
2452,5,2018,8750,0,9151,0,145.0,57.7,1.2
2453,12,2019,19000,0,14593,0,145.0,34.9,1.6
2454,10,2018,11500,0,11651,2,145.0,74.3,1.6
2455,5,2014,6000,0,21029,0,30.0,57.6,1.2
2456,12,2017,16750,0,26393,2,125.0,58.9,2.0
2457,12,2016,16000,0,9952,2,145.0,54.3,2.0
2458,12,2017,12490,0,24230,0,160.0,44.8,1.6
2459,15,2016,17790,0,10236,2,200.0,47.1,2.2
2460,5,2018,9000,0,7727,0,145.0,60.1,1.0
2461,7,2019,9750,0,12884,0,150.0,46.3,1.2
2462,5,2019,9250,0,11005,0,150.0,57.6,1.2
2463,10,2018,11000,0,10429,0,150.0,56.5,1.0
2464,8,2014,5495,0,47961,2,30.0,64.2,1.6
2465,8,2016,9495,0,12936,0,125.0,50.4,1.4
2466,7,2017,8495,0,17630,0,20.0,62.8,1.0
2467,5,2018,7490,0,13678,0,145.0,60.1,1.0
2468,5,2015,4990,0,45278,0,20.0,60.1,1.0
2469,5,2017,5790,0,26570,0,20.0,60.1,1.0
2470,7,2018,9490,0,4222,0,145.0,46.3,1.2
2471,12,2016,12990,0,26573,2,30.0,61.7,1.7
2472,11,2018,14690,0,32157,0,145.0,44.1,1.0
2473,12,2016,14490,2,39573,2,200.0,47.1,2.0
2474,8,2017,10290,2,19825,0,160.0,43.5,1.6
2475,5,2019,8995,0,3066,0,145.0,60.1,1.0
2476,5,2017,8250,0,7808,0,30.0,57.7,1.2
2477,8,2016,9750,2,15728,0,165.0,43.5,1.6
2478,5,2018,8000,0,9533,0,150.0,60.1,1.0
2479,12,2019,23500,3,4479,0,150.0,35.8,1.6
2480,6,2014,8500,0,41778,2,150.0,53.3,1.7
2481,7,2018,11995,0,4650,0,145.0,56.5,1.0
2482,15,2016,18491,0,34284,2,200.0,47.1,2.2
2483,8,2017,9795,2,31128,0,145.0,43.5,1.6
2484,11,2019,16495,0,4459,0,145.0,44.1,1.0
2485,10,2019,23995,0,1636,0,145.0,34.0,2.0
2486,5,2018,6995,0,22539,0,145.0,60.1,1.0
2487,14,2019,16895,2,4967,3,135.0,78.5,1.6
2488,5,2019,7495,0,10560,0,145.0,60.1,1.0
2489,5,2018,7495,0,6393,0,145.0,60.1,1.0
2490,5,2017,7295,0,10500,0,145.0,60.1,1.0
2491,5,2017,8995,3,36681,0,145.0,47.9,1.2
2492,14,2019,16995,2,6918,3,135.0,78.5,1.6
2493,12,2019,15995,0,11133,0,145.0,34.9,1.6
2494,12,2016,12995,0,25329,2,30.0,61.7,1.7
2495,8,2017,9795,0,10279,0,145.0,50.4,1.4
2496,12,2019,16495,0,11695,0,145.0,34.9,1.6
2497,15,2019,35995,3,2265,2,145.0,39.2,2.2
2498,11,2019,20990,3,16,0,145.0,37.7,1.6
2499,5,2017,6295,0,30195,0,145.0,60.1,1.0
2500,12,2019,19995,0,10385,0,145.0,34.9,1.6
2501,10,2017,10995,0,11249,0,30.0,56.5,1.0
2502,5,2017,8495,3,31564,0,145.0,47.9,1.2
2503,13,2018,14495,0,37902,2,145.0,37.7,2.5
2504,14,2019,19495,2,4328,3,135.0,78.5,1.6
2505,14,2019,17995,2,4454,3,135.0,78.5,1.6
2506,12,2018,17995,3,2191,0,150.0,39.8,1.6
2507,12,2017,12991,0,10320,2,30.0,61.7,1.7
2508,12,2018,16040,2,38183,2,145.0,57.7,1.7
2509,10,2017,10999,0,18539,2,145.0,78.4,1.6
2510,10,2016,8999,0,53878,2,20.0,72.4,1.6
2511,15,2019,32750,2,4995,2,145.0,39.8,2.2
2512,12,2018,14995,0,10465,0,145.0,44.8,1.6
2513,13,2018,13992,0,39010,2,145.0,37.7,2.5
2514,13,2017,14777,0,29100,2,300.0,37.7,2.5
2515,12,2015,11050,0,26499,2,30.0,61.7,1.7
2516,12,2018,14995,0,18423,0,145.0,34.9,1.6
2517,11,2018,16995,0,76,0,145.0,44.1,1.0
2518,12,2019,16995,0,8359,0,145.0,34.9,1.6
2519,7,2017,9995,0,23372,0,20.0,62.8,1.0
2520,12,2019,22995,0,2361,3,145.0,48.7,1.6
2521,10,2019,16995,0,2511,0,145.0,42.2,1.4
2522,14,2019,23995,2,7865,3,135.0,78.5,1.6
2523,5,2019,8995,0,2198,0,145.0,60.1,1.0
2524,5,2018,8295,0,10224,0,145.0,57.7,1.2
2525,10,2015,8995,0,29900,2,20.0,72.4,1.6
2526,12,2017,13995,0,13330,2,30.0,61.7,1.7
2527,10,2017,11990,0,15882,0,150.0,52.3,1.4
2528,12,2018,14500,0,14427,0,150.0,44.8,1.6
2529,7,2019,10200,0,9748,0,145.0,46.3,1.2
2530,12,2017,15991,3,34755,2,125.0,57.6,1.7
2531,12,2017,14420,3,28979,2,125.0,57.6,1.7
2532,5,2014,5794,0,18724,0,20.0,60.1,1.0
2533,6,2013,7776,0,47232,2,200.0,48.7,2.0
2534,12,2018,18200,3,9545,0,150.0,39.8,1.6
2536,5,2017,6950,0,33000,0,145.0,57.7,1.2
2537,8,2017,9750,0,12689,0,145.0,50.4,1.4
2538,13,2019,18995,2,15927,2,145.0,28.0,2.5
2539,10,2018,10575,0,17774,0,145.0,56.5,1.0
2540,12,2018,17350,2,16500,0,145.0,36.2,1.6
2541,5,2016,6250,0,17497,0,20.0,61.4,1.0
2542,12,2017,15490,2,28354,2,150.0,46.3,2.0
2543,7,2016,6990,0,46164,2,20.0,68.9,1.4
2544,11,2018,14490,0,19793,0,145.0,52.3,1.0
2545,7,2017,9990,0,20677,0,145.0,58.9,1.0
2546,12,2018,14990,0,12492,0,150.0,44.8,1.6
2547,12,2018,14990,0,12720,0,150.0,44.8,1.6
2548,12,2018,14500,0,13934,0,150.0,44.8,1.6
2549,11,2019,14600,0,15139,0,150.0,44.1,1.0
2550,14,2018,16990,2,12306,3,140.0,78.5,1.6
2551,5,2020,8990,0,2000,0,145.0,60.1,1.0
2552,5,2019,8290,0,2738,0,145.0,60.1,1.0
2553,10,2018,18490,0,29225,0,150.0,34.0,2.0
2554,12,2019,16990,0,5000,0,145.0,34.9,1.6
2555,5,2018,8450,0,12668,0,145.0,57.7,1.2
2556,13,2018,15990,2,34605,2,145.0,28.0,2.5
2557,8,2017,9490,0,6380,0,145.0,50.4,1.4
2558,10,2019,17490,0,3750,0,145.0,42.2,1.4
2559,9,2019,19490,3,2450,2,145.0,53.3,1.6
2560,8,2019,12490,0,3850,0,145.0,37.2,1.6
2561,11,2018,18290,3,11446,0,145.0,42.2,1.6
2562,11,2019,22990,3,10,0,145.0,37.7,1.6
2563,10,2019,24990,0,3000,0,145.0,34.0,2.0
2564,15,2019,36990,3,2199,2,145.0,39.2,2.2
2565,5,2019,8990,0,3000,0,145.0,49.6,1.0
2566,12,2016,11490,0,52549,2,30.0,61.7,1.7
2567,12,2016,15990,3,43362,2,125.0,57.6,1.7
2568,12,2019,17500,3,15644,0,150.0,36.2,1.6
2569,11,2018,16995,0,19,0,145.0,44.1,1.0
2570,8,2017,9390,0,14962,2,145.0,64.2,1.6
2571,5,2017,6490,0,30193,0,145.0,60.1,1.0
2572,5,2016,7250,0,23552,0,30.0,57.6,1.2
2573,15,2019,29990,3,9993,2,145.0,42.8,2.2
2574,11,2018,12490,0,10452,0,145.0,44.1,1.0
2575,11,2018,13490,0,24239,0,145.0,52.3,1.0
2576,11,2018,12790,0,18984,0,145.0,52.3,1.0
2577,12,2019,15790,0,17970,0,150.0,34.9,1.6
2578,5,2018,9200,3,29700,0,150.0,47.9,1.2
2579,7,2019,9890,0,14925,0,145.0,46.3,1.2
2580,14,2018,18799,2,11165,3,135.0,78.5,1.6
2581,5,2018,7890,0,4500,0,145.0,60.1,1.0
2582,12,2019,17500,3,13136,0,150.0,36.2,1.6
2583,7,2019,10990,0,11435,0,150.0,46.3,1.2
2584,11,2018,17495,0,19,0,145.0,44.1,1.0
2585,12,2017,18899,2,23679,2,150.0,47.1,2.0
2586,12,2017,15730,3,9191,2,125.0,57.6,1.7
2587,10,2016,8417,0,26199,0,145.0,48.7,1.4
2588,12,2017,13095,0,26596,0,145.0,44.8,1.6
2589,10,2018,10733,0,38366,0,145.0,56.5,1.0
2590,12,2017,13700,0,33110,2,30.0,61.7,1.7
2591,10,2017,11990,0,16570,0,150.0,52.3,1.4
2592,12,2019,18990,0,508,2,145.0,48.7,1.6
2593,12,2019,20490,3,4011,2,145.0,47.1,1.6
2594,5,2019,8990,0,1222,0,145.0,49.6,1.0
2595,11,2018,18990,3,10167,0,145.0,42.2,1.6
2597,8,2016,6990,0,38186,2,30.0,64.2,1.6
2598,12,2018,14990,0,12964,0,150.0,44.8,1.6
2599,12,2019,22000,3,5000,0,150.0,36.2,1.6
2600,11,2020,14990,0,3500,0,150.0,44.1,1.0
2601,11,2018,14800,0,5357,0,150.0,44.1,1.0
2602,12,2018,16990,0,10309,0,150.0,35.3,1.6
2603,12,2017,14795,0,29000,2,150.0,61.4,1.7
2604,10,2017,11995,3,19000,0,145.0,51.4,1.4
2605,5,2019,9295,0,7000,0,145.0,60.1,1.0
2606,12,2019,20990,0,8045,3,145.0,51.4,1.6
2607,12,2019,17490,0,8009,0,145.0,34.9,1.6
2608,11,2019,15990,0,7842,0,145.0,44.1,1.0
2609,12,2019,15799,0,11958,0,145.0,34.9,1.6
2610,14,2019,17699,2,9337,3,135.0,78.5,1.6
2611,5,2017,6699,0,18600,0,30.0,57.6,1.2
2612,7,2019,13750,2,358,0,145.0,49.6,1.0
2613,12,2017,14499,0,15679,2,145.0,61.7,1.7
2614,13,2018,16699,2,33943,2,145.0,28.0,2.5
2615,12,2017,17899,0,8256,2,125.0,58.9,2.0
2616,12,2019,17490,3,17452,0,150.0,36.2,1.6
2617,5,2018,8995,3,25968,0,150.0,47.9,1.2
2618,12,2015,13369,0,29083,2,125.0,58.9,2.0
2619,7,2019,13290,0,3000,0,145.0,46.3,1.2
2620,11,2018,15990,0,9001,0,145.0,52.3,1.0
2621,10,2019,23990,0,4462,0,145.0,34.0,2.0
2622,8,2018,10690,0,15853,0,150.0,50.4,1.4
2623,5,2015,5000,0,42692,0,20.0,61.4,1.0
2624,7,2014,4993,0,42545,0,30.0,57.6,1.2
2625,12,2019,24990,2,2324,3,145.0,50.4,1.6
2626,11,2019,19990,2,165,0,145.0,37.7,1.6
2627,11,2019,20990,2,144,0,145.0,37.7,1.6
2628,13,2018,17990,2,36501,2,145.0,28.0,2.5
2629,7,2019,9890,0,12545,0,145.0,46.3,1.2
2630,7,2019,9699,0,17084,0,145.0,46.3,1.2
2631,7,2019,9699,0,17516,0,145.0,46.3,1.2
2632,12,2016,13690,0,39002,2,145.0,54.3,2.0
2633,12,2016,13990,0,23190,2,30.0,61.7,1.7
2634,5,2016,7990,3,15047,0,145.0,47.9,1.2
2636,15,2019,29290,3,4721,2,145.0,39.8,2.2
2637,10,2019,17690,0,4765,0,145.0,42.2,1.4
2638,11,2019,17990,3,4461,2,145.0,52.3,1.6
2639,12,2017,15999,3,11247,2,125.0,57.6,1.7
2640,13,2018,14900,0,38984,2,150.0,37.7,2.5
2641,5,2019,8000,0,14002,0,150.0,60.1,1.0
2642,5,2018,8650,0,9170,0,150.0,57.7,1.2
2643,7,2019,10590,0,8195,0,150.0,46.3,1.2
2644,14,2017,15190,2,20005,3,140.0,78.5,1.6
2645,12,2019,17850,3,4779,0,150.0,36.2,1.6
2646,5,2018,8690,0,21368,0,150.0,57.6,1.2
2647,12,2018,20900,2,15327,2,145.0,43.5,2.0
2648,12,2019,26490,3,2617,3,145.0,50.4,1.6
2649,7,2017,8990,0,18440,0,150.0,62.8,1.0
2650,5,2016,5690,0,33589,0,20.0,60.1,1.0
2651,5,2018,7040,0,9661,0,145.0,60.1,1.0
2653,5,2015,6497,0,22020,0,30.0,57.6,1.2
2654,12,2017,12490,0,17310,2,145.0,61.7,1.7
2655,5,2017,7464,0,29880,0,145.0,57.7,1.2
2656,8,2016,7484,0,53220,0,125.0,50.4,1.4
2657,12,2019,18100,3,15630,0,145.0,36.2,1.6
2658,9,2019,17990,3,8651,2,145.0,53.3,1.6
2659,12,2019,23490,0,8641,3,145.0,47.9,1.6
2660,7,2016,9999,0,16263,0,30.0,55.4,1.2
2661,14,2019,21495,3,3103,3,135.0,78.5,1.6
2662,14,2017,16595,2,20513,3,135.0,78.5,1.6
2663,11,2018,17495,0,76,0,145.0,44.1,1.0
2664,5,2015,6899,0,18405,0,30.0,57.6,1.2
2665,7,2019,9699,0,16295,0,145.0,46.3,1.2
2666,11,2018,17495,0,30,0,145.0,44.1,1.0
2667,11,2018,17495,0,18,0,145.0,44.1,1.0
2668,5,2017,6690,0,27821,0,20.0,60.1,1.0
2669,11,2020,21320,0,1,0,145.0,44.1,1.0
2670,8,2015,6890,0,29731,0,125.0,50.4,1.4
2671,10,2014,7100,0,45616,0,165.0,46.0,1.4
2672,12,2017,13399,0,10248,0,145.0,44.8,1.6
2673,5,2016,6699,0,10499,0,20.0,60.1,1.0
2674,15,2019,30999,2,10035,2,145.0,42.8,2.2
2675,5,2017,7290,0,5082,0,145.0,60.1,1.0
2676,12,2019,15799,0,12763,0,145.0,34.9,1.6
2677,7,2019,12050,0,11435,0,145.0,46.3,1.2
2678,12,2019,16400,0,17970,0,145.0,34.9,1.6
2679,11,2018,15850,0,5357,0,145.0,44.1,1.0
2680,12,2019,17500,3,13084,0,145.0,36.2,1.6
2681,12,2018,16295,2,34719,2,145.0,47.1,2.0
2682,7,2019,11450,0,5000,0,145.0,47.9,1.0
2683,5,2019,9390,0,2000,0,145.0,60.1,1.0
2684,5,2019,9575,0,50,0,145.0,60.1,1.0
2685,7,2018,9695,0,5000,0,145.0,46.3,1.2
2686,5,2018,8190,0,2451,0,145.0,60.1,1.0
2687,7,2018,9895,0,5000,0,145.0,46.3,1.2
2688,7,2018,9690,0,9070,0,145.0,46.3,1.2
2689,11,2018,12500,0,29920,0,145.0,52.3,1.0
2690,5,2020,12750,0,5000,0,145.0,56.5,1.0
2691,10,2017,9650,0,18027,0,145.0,48.7,1.4
2692,7,2019,11495,0,5000,0,145.0,47.9,1.0
2693,15,2019,40365,3,1,2,145.0,39.2,2.2
2694,7,2020,14400,0,1,0,145.0,46.3,1.2
2695,10,2019,27800,0,1,0,145.0,34.0,2.0
2696,5,2018,7490,0,13303,0,145.0,60.1,1.0
2697,14,2019,19990,2,2000,3,135.0,62.8,1.6
2698,12,2019,22750,2,2000,3,145.0,50.4,1.6
2699,15,2020,36995,3,5000,2,145.0,39.2,2.2
2700,5,2019,7990,0,5000,0,145.0,60.1,1.0
2702,12,2018,15500,0,30210,2,145.0,61.4,1.7
2703,12,2020,24495,3,5000,3,145.0,50.4,1.6
2704,12,2020,22750,0,3500,0,145.0,34.9,1.6
2705,12,2019,24990,3,3500,2,145.0,47.1,1.6
2706,15,2018,19099,3,31350,2,145.0,42.8,2.2
2707,5,2016,6650,0,13500,0,20.0,60.1,1.0
2708,15,2017,19495,0,26711,2,200.0,47.1,2.2
2709,14,2019,22995,2,6500,3,135.0,78.5,1.6
2710,11,2019,20500,2,5000,3,135.0,52.3,1.6
2711,12,2019,15790,0,13076,0,150.0,34.9,1.6
2712,7,2019,12480,0,3111,0,145.0,47.9,1.0
2713,5,2019,9380,0,3215,0,145.0,49.6,1.0
2714,12,2019,22480,3,2951,3,145.0,50.4,1.6
2715,12,2019,21990,0,2326,0,145.0,34.9,1.6
2716,12,2019,23480,3,7469,3,145.0,50.4,1.6
2717,12,2019,14980,0,12206,0,145.0,35.3,1.6
2718,14,2018,18690,2,7725,3,135.0,78.5,1.6
2719,10,2019,17790,0,2451,0,145.0,42.2,1.4
2720,12,2019,21380,3,2812,3,145.0,50.4,1.6
2721,5,2017,7700,0,24437,0,145.0,60.1,1.0
2722,5,2016,6700,3,39063,0,150.0,47.9,1.2
2723,12,2017,13795,0,22173,2,30.0,61.7,1.7
2724,12,2019,20250,3,25,0,145.0,36.2,1.6
2725,10,2017,12350,0,16570,0,145.0,52.3,1.4
2726,10,2017,12400,0,15814,0,145.0,52.3,1.4
2727,12,2018,15450,0,14427,0,145.0,44.8,1.6
2728,12,2018,15550,0,12492,0,145.0,44.8,1.6
2729,12,2018,15500,0,12720,0,145.0,44.8,1.6
2730,12,2018,15450,0,13915,0,145.0,44.8,1.6
2731,11,2019,15650,0,15139,0,145.0,44.1,1.0
2732,10,2019,23990,0,500,0,145.0,34.0,2.0
2733,12,2019,20875,3,1348,2,145.0,47.1,1.6
2734,10,2019,14990,0,2562,0,145.0,45.6,1.4
2735,8,2017,9450,0,15773,0,145.0,50.4,1.4
2736,10,2017,9995,0,22521,0,145.0,56.5,1.0
2737,7,2017,7995,0,49081,0,20.0,62.8,1.0
2738,7,2016,7995,0,18777,0,30.0,55.4,1.2
2739,14,2019,21995,2,9852,3,140.0,78.5,1.6
2740,7,2016,6795,0,54325,0,30.0,55.4,1.2
2741,12,2017,18495,3,12980,2,150.0,57.7,1.7
2742,7,2016,7495,0,34720,0,30.0,55.4,1.2
2743,6,2015,9795,0,54076,2,165.0,51.4,2.0
2744,12,2017,13995,3,40097,2,150.0,57.6,1.7
2745,11,2019,17495,0,4672,0,150.0,44.1,1.0
2746,12,2015,13995,0,60230,2,200.0,47.9,2.0
2747,14,2018,13795,2,37221,3,135.0,78.5,1.6
2748,11,2019,20495,3,5521,0,145.0,34.0,1.6
2749,12,2019,17995,0,4412,0,145.0,35.3,1.6
2750,12,2019,21690,3,6219,2,145.0,47.1,1.6
2751,12,2018,17495,0,4760,2,145.0,48.7,1.6
2752,12,2019,22495,3,15511,0,150.0,35.8,1.6
2753,12,2019,15795,0,13980,0,145.0,34.9,1.6
2754,5,2015,5495,0,27056,0,20.0,60.1,1.0
2755,12,2018,17995,0,11779,0,145.0,34.9,1.6
2756,5,2018,10495,3,8168,0,145.0,47.9,1.2
2757,14,2019,21995,2,7138,3,135.0,62.8,1.6
2758,12,2017,17995,2,6987,0,145.0,39.8,1.6
2759,9,2019,19995,3,11013,2,145.0,53.3,1.6
2760,15,2020,35995,3,1088,2,145.0,39.2,2.2
2761,7,2020,11995,0,2310,0,145.0,46.3,1.2
2762,10,2020,15495,0,3363,0,145.0,44.8,1.0
2763,14,2020,20995,2,5395,3,135.0,62.8,1.6
2764,5,2020,12995,0,921,0,145.0,55.4,1.2
2765,7,2019,9295,0,15216,0,145.0,46.3,1.2
2766,7,2017,8795,2,25650,0,160.0,45.6,1.4
2767,8,2017,8690,0,19363,0,145.0,50.4,1.4
2768,7,2019,11780,0,1485,0,145.0,47.9,1.0
2769,15,2019,32490,3,3960,2,145.0,39.8,2.2
2770,5,2019,9325,0,3682,0,145.0,57.6,1.2
2771,12,2020,25995,3,985,0,145.0,35.8,1.6
2772,5,2020,11795,0,23,0,145.0,56.5,1.0
2773,14,2019,23495,2,9230,3,135.0,78.5,1.6
2774,5,2018,8995,0,24021,0,145.0,57.7,1.2
2775,9,2016,12995,0,18340,2,125.0,60.1,1.7
2776,14,2019,23495,2,4720,3,135.0,78.5,1.6
2777,5,2015,6295,0,27390,0,30.0,57.6,1.2
2778,12,2019,14495,0,17642,0,145.0,35.3,1.6
2779,5,2017,7695,0,22022,0,20.0,60.1,1.0
2780,11,2019,15295,0,5986,0,145.0,44.1,1.0
2781,10,2018,10450,0,24512,0,150.0,56.5,1.0
2782,7,2013,4599,0,43621,0,30.0,57.6,1.2
2783,12,2019,19995,0,10,2,150.0,48.7,1.6
2784,15,2017,19990,3,38202,2,150.0,42.8,2.2
2785,12,2020,25495,3,1000,3,145.0,50.4,1.6
2786,12,2020,22995,0,1000,0,145.0,34.9,1.6
2788,5,2019,8700,0,497,0,150.0,60.1,1.0
2789,10,2017,11795,0,13480,0,150.0,52.3,1.4
2790,7,2017,7995,0,24714,0,150.0,58.9,1.2
2791,5,2017,9495,3,12000,0,150.0,47.9,1.2
2792,5,2018,8300,0,6871,0,145.0,60.1,1.0
2793,11,2019,21689,2,5155,3,140.0,52.3,1.6
2794,14,2019,19689,2,10000,3,140.0,78.5,1.6
2795,5,2019,8695,0,10332,0,145.0,60.1,1.0
2796,14,2018,15795,2,32360,3,135.0,78.5,1.6
2797,11,2019,15995,0,5200,0,145.0,44.1,1.0
2798,5,2017,7495,0,11997,0,145.0,60.1,1.0
2799,10,2016,11995,0,14838,0,235.0,38.7,1.6
2800,15,2018,20550,3,21000,2,145.0,42.8,2.2
2801,12,2017,13397,0,19687,0,165.0,44.8,1.6
2802,12,2017,14407,3,36541,2,150.0,57.6,1.7
2803,8,2019,11994,0,7887,0,150.0,37.2,1.6
2804,14,2017,16790,2,7858,3,135.0,78.5,1.6
2805,12,2018,14991,3,32217,2,150.0,57.6,1.7
2806,5,2015,4871,0,42761,0,20.0,60.1,1.0
2807,12,2016,11490,0,12800,2,30.0,61.7,1.7
2808,5,2018,5995,0,35458,0,145.0,57.7,1.2
2809,12,2017,13995,0,10157,2,30.0,61.7,1.7
2810,7,2016,10000,0,21010,0,125.0,51.4,1.4
2811,8,2018,12000,0,6684,0,150.0,50.4,1.4
2812,6,2015,9000,0,41309,2,150.0,53.3,1.7
2813,5,2017,8380,0,19230,0,145.0,57.7,1.2
2814,12,2017,13510,3,38351,2,125.0,57.6,1.7
2815,12,2016,13495,0,37167,2,150.0,54.3,2.0
2816,5,2017,6995,0,14258,0,150.0,60.1,1.0
2817,14,2018,16995,2,31852,3,135.0,78.5,1.6
2818,5,2018,8995,0,10553,0,145.0,57.7,1.2
2819,12,2019,23495,0,3961,0,145.0,34.9,1.6
2820,7,2017,8995,0,27921,0,150.0,55.4,1.2
2821,12,2019,23995,0,26,2,150.0,48.7,1.6
2822,5,2014,5395,0,35428,0,20.0,60.1,1.0
2823,10,2018,11995,0,22102,0,150.0,52.3,1.4
2824,5,2018,8495,0,18406,0,145.0,57.7,1.2
2825,5,2020,10795,0,2255,0,145.0,49.6,1.0
2826,12,2020,23495,0,2256,0,145.0,34.9,1.6
2827,12,2017,13250,0,27815,2,30.0,61.7,1.7
2828,5,2017,7260,0,11090,0,20.0,60.1,1.0
2829,9,2014,7880,0,66600,2,150.0,55.4,1.7
2830,5,2017,5740,0,53329,0,30.0,57.6,1.2
2831,12,2016,11695,0,22684,2,30.0,61.7,1.7
2832,8,2015,7480,2,17950,0,205.0,43.6,1.6
2833,12,2016,15995,0,24340,2,125.0,58.9,2.0
2834,15,2016,17995,3,34670,2,235.0,42.8,2.2
2835,7,2017,8295,0,22781,0,150.0,55.4,1.2
2836,10,2020,19995,0,2661,0,150.0,45.6,1.4
2837,7,2019,13495,2,13337,0,145.0,49.6,1.0
2838,13,2018,15495,0,32997,2,145.0,37.7,2.5
2839,11,2019,13995,0,10961,0,145.0,44.1,1.0
2840,11,2019,15295,0,14398,0,145.0,44.1,1.0
2841,5,2018,8995,0,10481,0,145.0,57.7,1.2
2842,14,2018,15995,2,30448,3,135.0,78.5,1.6
2843,15,2018,29495,3,8400,2,150.0,39.8,2.2
2844,5,2017,7620,0,10049,0,30.0,57.7,1.2
2845,12,2019,16495,0,10333,0,145.0,34.9,1.6
2846,12,2018,14943,0,8540,0,145.0,44.8,1.6
2848,12,2016,12026,0,45876,2,30.0,61.7,1.7
2849,8,2017,10300,0,5003,0,125.0,50.4,1.4
2850,11,2019,15795,0,12677,0,145.0,44.1,1.0
2851,14,2018,15795,2,31627,3,135.0,78.5,1.6
2852,12,2016,16995,0,12797,0,260.0,37.2,1.6
2853,7,2017,9995,2,19595,0,145.0,45.6,1.4
2854,15,2020,35995,3,1801,2,145.0,39.8,2.2
2855,7,2016,8695,0,19456,0,20.0,62.8,1.0
2856,5,2020,14995,3,516,0,145.0,49.6,1.2
2857,14,2019,21695,2,6933,3,135.0,78.5,1.6
2858,12,2019,23795,0,3000,3,145.0,51.4,1.6
2859,12,2017,16430,0,26500,2,145.0,54.3,2.0
2860,12,2015,11697,0,21904,2,30.0,61.7,1.7
2861,12,2017,14600,0,30165,2,30.0,61.7,1.7
2862,10,2019,23995,0,150,0,150.0,34.0,2.0
2863,12,2019,18895,3,4367,0,150.0,36.2,1.6
2864,11,2018,16995,0,250,0,145.0,44.1,1.0
2865,11,2019,13990,0,15927,0,145.0,44.1,1.0
2866,11,2018,13995,0,10326,0,145.0,52.3,1.0
2867,12,2019,20495,0,1498,3,145.0,51.4,1.6
2868,5,2015,5995,0,27872,0,20.0,60.1,1.0
2869,7,2020,13995,0,1974,0,145.0,47.9,1.0
2870,10,2019,16495,0,12540,2,145.0,58.9,1.6
2871,7,2017,7995,0,21807,0,150.0,58.9,1.2
2872,5,2018,10495,3,8500,0,150.0,47.9,1.2
2873,11,2018,12995,0,9505,0,150.0,52.3,1.0
2874,15,2019,32495,3,11000,2,145.0,39.2,2.2
2875,5,2017,7695,0,26353,0,150.0,57.7,1.2
2876,5,2016,6495,0,20731,0,20.0,60.1,1.0
2877,11,2018,14995,0,6933,0,150.0,44.1,1.0
2878,5,2016,6495,0,36193,0,30.0,57.6,1.2
2879,5,2014,4795,0,44047,0,20.0,60.1,1.0
2880,12,2017,11995,0,28476,2,30.0,61.7,1.7
2881,8,2015,7895,2,20500,0,205.0,43.6,1.6
2883,12,2019,21995,0,4425,0,150.0,34.9,1.6
2884,12,2019,22395,3,9898,0,150.0,35.8,1.6
2885,5,2020,11795,0,295,0,145.0,56.5,1.0
2886,10,2019,23995,0,21,0,150.0,34.0,2.0
2887,10,2015,7495,0,42764,0,150.0,48.7,1.4
2888,12,2017,11699,0,22371,0,160.0,44.8,1.6
